sexe;deptgeo;deptgeo_Autre;deptformation;niveau;reprise;alternant;bourse;travail;logement;logement_Autre;fumer;alimentation;sante;fan;sport;raisonnonsuaps;raisonnonsuaps_Autre;sportavant;typessportavant_1;typessportavant_2;typessportavant_3;typessportavant_4;typessportavant_5;typessportavant_6;typessportavant_7;typessportavant_8;typessportavant_9;typessportavant_Autre;raisonarretsport;raisonarretsport_Autre;covid;raisonjamaissport;raisonjamaissport_Autre;cadresport_1;cadresport_2;sportsuaps_1;sportsuaps_2;sportsuaps_3;sportsuaps_4;sportsuaps_5;sportsuaps_6;sportsuaps_7;heuressuaps;bonif;satisfsuaps;raisonnonsatisfsuaps_1;raisonnonsatisfsuaps_2;raisonnonsatisfsuaps_3;raisonnonsatisfsuaps_4;raisonnonsatisfsuaps_Autre;lieu_1;lieu_2;lieu_3;lieu_Autre;sportsnonsuaps_1;sportsnonsuaps_2;sportsnonsuaps_3;sportsnonsuaps_4;sportsnonsuaps_5;sportsnonsuaps_6;sportsnonsuaps_7;sportsnonsuaps_8;sportsnonsuaps_9;sportsnonsuaps_Autre;cadrenonsuaps_1;cadrenonsuaps_2;tempsnonsuaps;compet;motiv;motiv_Autre;passersport;argument;argument_Autre;refairesport;reussite
Une femme;17;;GEA;BUT2;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Football;Running, athlétisme;Gym, fitness, zumba...;;;;;;;;Manque de temps;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Moyennement d'accord
Un homme;79;;GEA;BUT2;Non;Non;Non;Oui;Locataire;;Oui;Non;Non;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Sport d'eau;Gym, fitness, zumba...;;;;;;;;;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un problème de santé;;Non;Tout à fait d'accord
Un homme;79;;GEA;BUT2;Non;Non;Oui;Oui;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Futsal;;;;;;;2h;Non;Non;Horaires;;;;;A Niort;;;;Football;;;;;;;;;;Club, association;;2h;Non;S'amuser;;Oui sans trop de problème;;;;Tout à fait d'accord
Un homme;79;;GEA;BUT3;Non;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Running, athlétisme;Cyclisme;;;;;;;;;Pratique libre;;2h;Non;Etre en forme;;Oui sans trop de problème;;;;Tout à fait d'accord
Un homme;79;;GEA;BUT3;Oui;Non;Non;Oui;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Running, athlétisme;Gym, fitness, zumba...;;;;;;;;;Pratique libre;;4h ou plus;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Une femme;Autre;29;GEA;BUT3;Non;Oui;;;Locataire;;Non;Non;Oui;Non;Non;Les horaires sont inadaptés;;Oui;Sport de raquette;Gym, fitness, zumba...;;;;;;;;;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un problème de santé;;Oui;Tout à fait d'accord
Un homme;79;;GEA;BUT3;Non;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;Running, athlétisme;;;;;;;;;Pratique libre;;4h ou plus;Non;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;16;;GEA;BUT3;Non;Oui;;;Autre;Propriétaire;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;Dans le cadre du SUAPS;Futsal;;;;;;;2h;Non;Oui;;;;;;Près de votre domicile familial;;;;Gym, fitness, zumba...;;;;;;;;;;Pratique libre;;1h;Non;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;79;;GEA;BUT3;Non;Oui;;;Autre;chez mon frere;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;Autre;a la crèche;Running, athlétisme;Autre;;;;;;;;Judo, Escalade;;;4h ou plus;Oui;Evacuer les tensions;;Je ne peux pas l'envisager;;;;Moyennement d'accord
Un homme;79;;GEA;BUT3;Non;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Cyclisme;;;;;;;;;;Pratique libre;;4h ou plus;Non;Etre en forme;;Ce serait difficile;;;;Moyennement d'accord
Un homme;17;;GEA;BUT1;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;;;Gym, fitness, zumba...;;;;;;;;;;Club, association;Pratique libre;3h;Non;Etre en forme;;Ce serait difficile;;;;Moyennement d'accord
Un homme;Autre;37;SD;BUT1;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;1h ou moins;Non;Non;Horaires;Activités proposées;;;;A Niort;Près de votre domicile familial;;;Running, athlétisme;Autre;;;;;;;;Tennis;Pratique libre;;1h;Non;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;79;;SD;BUT1;Non;Non;Non;Oui;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Futsal;Natation;;;;;;3h ou plus;Non;Oui;;;;;;A Niort;;;;Running, athlétisme;;;;;;;;;;Pratique libre;;1h;Non;S'amuser;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;86;;SD;BUT1;Oui;Non;Non;Non;Locataire;;Oui;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Sport collectif auttre que foot;Gym, fitness, zumba...;;;;;;;;;Club, association;;4h ou plus;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;Autre;33;SD;BUT1;Non;Non;Non;Non;Autre;Famille;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Football;Running, athlétisme;;;;;;;;;Club, association;Pratique libre;4h ou plus;Oui;S'amuser;;Je ne peux pas l'envisager;;;;Moyennement d'accord
Un homme;17;;SD;BUT1;Oui;Non;;;Locataire;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Escalade;;;;;;;2h;Non;Oui;;;;;;;;;;;;;;;;;;;;;;;;S'amuser;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;Autre;24;SD;BUT1;Oui;Non;Non;Non;Locataire;;Non;Non;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Non;;;;;;;;;;;;;;Pas d'envie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Moyennement d'accord
Un homme;79;;SD;BUT1;Non;Non;Non;Non;Locataire;;Oui;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Football;Gym, fitness, zumba...;;;;;;;;;Pratique libre;;4h ou plus;Non;Etre en forme;;Ce serait difficile;;;;Moyennement d'accord
Une femme;Autre;Etrangée;SD;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Non;Les activités proposées ne vous conviennent pas;;Non;;;;;;;;;;;;;;Manque de temps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Pas vraiment d'accord
Une femme;Autre;;SD;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Non;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Natation;;;;;;;1h ou moins;Non;Oui;;;;;;A Niort;;;;Autre;;;;;;;;;Pilates;Pratique libre;;2h;Non;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;Autre;31;SD;BUT1;Non;Non;Non;Oui;Locataire;;Oui;Oui;Non;Non;Non;Autre;Pas le temps;Oui;Gym, fitness, zumba...;;;;;;;;;;Manque de temps;;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Moyennement d'accord
Un homme;17;;SD;BUT3;Non;Oui;;;Locataire;;Oui;Non;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Sport de raquette;;;;;;;;;;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Autre;Si je ne travaille plus;Non;Pas vraiment d'accord
Une femme;85;;SD;BUT3;Non;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Non;;;;;;;;;;;;;;Pas d'envie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Autre;Trouver un sport différent;Oui;Pas vraiment d'accord
Un homme;17;;SD;BUT3;Oui;Oui;;;Autre;Propriétaire;Non;Non;Oui;Oui;Non;Autre;Blessure;Oui;Sport de raquette;;;;;;;;;;Autre;Blessure;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Moyennement d'accord
Un homme;86;;SD;BUT3;Non;Non;Non;Non;Locataire;;Non;Non;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Autre;;;;;;;;;Tennis;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un problème de santé;;Non;Tout à fait d'accord
Un homme;85;;SD;BUT3;Oui;Oui;;;Locataire;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;Autre;;;;;;;;Musculation;Pratique libre;;4h ou plus;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;Autre;21;SD;BUT3;Non;Non;Non;Non;Locataire;;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Basket;Badminton;;;;;;3h ou plus;Non;Oui;;;;;;;;;;;;;;;;;;;;;;;;S'amuser;;Ce serait difficile;;;;Moyennement d'accord
Un homme;17;;SD;BUT3;Non;Oui;;;Locataire;;Non;Non;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Badminton;;;;;;;2h;Non;Oui;;;;;;;;;;;;;;;;;;;;;;;;Etre en forme;;Oui sans trop de problème;;;;Tout à fait d'accord
Un homme;79;;SD;BUT3;Non;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Football;;;;;;;;;;Club, association;;4h ou plus;Oui;;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;Autre;33;SD;BUT3;Non;Oui;;;Locataire;;Non;Oui;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Gym, fitness, zumba...;Autre;;;;;;;;Badminton;Autre;Déménagement;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un problème de santé;;Oui;Moyennement d'accord
Un homme;79;;SD;BUT3;Oui;;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Running, athlétisme;Autre;;;;;;;;Boxe anglaise;Club, association;Pratique libre;4h ou plus;Oui;Etre en forme;;;;;;Tout à fait d'accord
Une femme;79;;SD;BUT3;Non;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Football;Running, athlétisme;;;;;;;;;Club, association;Pratique libre;4h ou plus;Oui;Autre;;Ce serait difficile;;;;Moyennement d'accord
Une femme;Autre;49;SD;BUT3;Non;Oui;;;Locataire;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;;;;;;;;;;Club, association;;1h;Non;Evacuer les tensions;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;85;;SD;BUT3;Non;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Non;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Gym, fitness, zumba...;;;;;;;;;;Manque de temps;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un problème de santé;;Oui;Moyennement d'accord
Une femme;79;;SD;BUT3;Non;Oui;;;Locataire;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Autre;;;;;;;;;Salle de sport;Pratique libre;;2h;Non;Evacuer les tensions;;Oui sans trop de problème;;;;Tout à fait d'accord
Une femme;Autre;78;SD;BUT3;Non;Oui;;;Locataire;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Autre;;;;;;;;;Equitation;Club, association;;2h;Oui;Evacuer les tensions;;Ce serait difficile;;;;Tout à fait d'accord
Une femme;79;;SD;BUT3;Non;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Oui;Non;Non;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Autre;;;;;;;;;Equitation;Club, association;Pratique libre;2h;Non;Etre en forme;;Ce serait difficile;;;;Moyennement d'accord
Un homme;79;;SD;BUT3;Oui;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;;;;;;;;;;Pratique libre;;4h ou plus;Non;Etre en forme;;Ce serait difficile;;;;Moyennement d'accord
Un homme;86;;SD;BUT3;Non;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Badminton;;;;;;;2h;Oui;;;;;;;;;;;;;;;;;;;;;;;;;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;Autre;72;SD;BUT3;Non;Oui;;;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Badminton;;;;;;;2h;Oui;Oui;;;;;;A Niort;Près de votre domicile familial;;;Sport de raquette;;;;;;;;;;Club, association;;3h;Oui;S'amuser;;Ce serait difficile;;;;Moyennement d'accord
Un homme;Autre;77;SD;BUT3;Non;Non;Non;Non;Locataire;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Futsal;Natation;;;;;;3h ou plus;Oui;Oui;;;;;;A Niort;;;;Football;Running, athlétisme;Sport de raquette;;;;;;;;Pratique libre;;2h;Non;Etre en forme;;Ce serait difficile;;;;Pas vraiment d'accord
Un homme;79;;SD;BUT3;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;Cyclisme;;;;;;;;;Pratique libre;;2h;Non;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;79;;SD;BUT3;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Badminton;;;;;;;2h;Oui;Oui;;;;;;A Niort;;;;Running, athlétisme;;;;;;;;;;Club, association;;4h ou plus;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;85;;SD;BUT3;Non;Oui;;;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Sport collectif auttre que foot;;;;;;;;;;Club, association;;4h ou plus;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;79;;SD;BUT3;Non;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Futsal;Natation;;;;;;2h;Oui;Oui;;;;;;A Niort;;;;Football;;;;;;;;;;Club, association;Pratique libre;4h ou plus;Oui;S'amuser;;Ce serait difficile;;;;
Un homme;16;;SD;BUT2;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Basket;;;;;;;2h;Oui;Oui;;;;;;A Niort;Près de votre domicile familial;;;Sport d'eau;Gym, fitness, zumba...;Running, athlétisme;;;;;;;;Pratique libre;;3h;Non;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;79;;SD;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;Sport de raquette;;;;;;;;;Pratique libre;;4h ou plus;Non;Evacuer les tensions;;Ce serait difficile;;;;Tout à fait d'accord
Une femme;Autre;37;SD;BUT2;Non;Oui;;;Locataire;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;;;Gym, fitness, zumba...;;;;;;;;;;Pratique libre;;3h;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;Autre;41;SD;BUT2;Non;Oui;;;Locataire;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Running, athlétisme;Autre;;;;;;;;Musculation;Pratique libre;;4h ou plus;Non;Etre en forme;;Oui sans trop de problème;;;;Pas vraiment d'accord
Une femme;17;;SD;BUT2;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Musculation;;;;;;;2h;Oui;Oui;;;;;;A Niort;Près de votre domicile familial;;;Sport d'eau;Running, athlétisme;Autre;;;;;;;Musculation/Escalade;Pratique libre;;4h ou plus;Non;Evacuer les tensions;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;79;;SD;BUT2;Non;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;A Niort;;;Sport collectif auttre que foot;;;;;;;;;;Club, association;;4h ou plus;Oui;Evacuer les tensions;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;Autre;Etrangers;SD;BUT2;Non;Non;Oui;Oui;Locataire;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Football;;;;;;;;;;Pratique libre;;4h ou plus;Non;Etre en forme;;Je ne peux pas l'envisager;;;;Moyennement d'accord
Un homme;Autre;83;SD;BUT2;Oui;Oui;;;Locataire;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Autre;;;;;;;;;Musculation;Pratique libre;;4h ou plus;Non;Evacuer les tensions;;Je ne peux pas l'envisager;;;;Pas vraiment d'accord
Une femme;86;;SD;BUT2;Oui;Non;;;Locataire;;Non;Oui;Oui;Non;Non;Autre;Pas de temps;Oui;Gym, fitness, zumba...;;;;;;;;;;Manque de temps;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Moyennement d'accord
Un homme;79;;SD;BUT2;Non;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Oui;Non;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Autre;;;;;;;;;Volley-Ball;Autre;Blessure;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Moyennement d'accord
Un homme;79;;SD;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Football;Autre;;;;;;;;BoxeThaïlandaise;Autre;Blessure;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Non;Moyennement d'accord
Un homme;79;;SD;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Non;;;;;;;;;;;;;;Pas d'envie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Non;Moyennement d'accord
Un homme;Autre;33;SD;BUT2;Non;Non;Oui;Non;Locataire;;Non;Non;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Football;Autre;;;;;;;;tir à l'arc;Manque de temps;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Pas vraiment d'accord
Un homme;79;;SD;BUT2;Non;Non;Oui;Oui;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Autre;Sport de raquette;;;;;;;;Escalade;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Tout à fait d'accord
Une femme;Autre;99;SD;BUT2;Non;Oui;;;Locataire;;Non;Oui;Oui;Non;Non;Les horaires sont inadaptés;;Oui;Sport de raquette;Sport collectif autre que foot;Gym, fitness, zumba...;;;;;;;;Manque de temps;;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Tout à fait d'accord
Un homme;Autre;41;;BUT2;Non;Non;;;Locataire;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Sport collectif auttre que foot;;;;;;;;;;Club, association;;4h ou plus;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;86;;HSE;BUT2;Non;Oui;;;Locataire;;Oui;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;A Niort;;;Sport collectif auttre que foot;Gym, fitness, zumba...;;;;;;;;;Club, association;Pratique libre;4h ou plus;Oui;S'amuser;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;86;;SD;BUT2;Non;Oui;;;Locataire;;Oui;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Autre;;Limoges , La Rochelle;Gym, fitness, zumba...;Sport collectif auttre que foot;;;;;;;;;Club, association;Pratique libre;4h ou plus;Non;S'amuser;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;Autre;22;SD;BUT2;Non;Non;;;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;;;;;Gym, fitness, zumba...;;;;;;;;;;Pratique libre;;4h ou plus;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;79;;SD;BUT2;Non;Oui;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Non;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Football;Autre;;;;;;;;Musculation;Club, association;Pratique libre;3h;Oui;S'amuser;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;17;;SD;BUT2;Non;Non;Oui;Non;Locataire;;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;;;Running, athlétisme;;;;;;;;;;Pratique libre;;2h;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Une femme;79;;SD;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Autre;;;;;;;;;Equitation;Club, association;Pratique libre;4h ou plus;Oui;S'amuser;;Ce serait difficile;;;;Moyennement d'accord
Une femme;Autre;77;SD;BUT2;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Autre;;;;;;;;;Roller;Manque de temps;;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Non;Moyennement d'accord
Une femme;Autre;75;SD;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;;;;;;;;;;Pratique libre;;2h;Non;Etre en forme;;Ce serait difficile;;;;Moyennement d'accord
Un homme;79;;SD;BUT2;Non;Non;Oui;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Non;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Autre;;;;;;;;;Taekwondo;Club, association;;2h;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Une femme;79;;SD;BUT2;Non;Oui;;;Locataire;;Non;Non;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Cyclisme;;;;;;;;;;Pratique libre;;2h;Non;Evacuer les tensions;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
